customer_id,customer_name,age,gender,city,state,phone_number,email,registration_date,language_preference,primary_device
C0669,Aditya Yadav,23,Male,Gurgaon,Haryana,9511455129,aditya.yadav30@gmail.com,2023-02-20,Punjabi,Mobile
C0670,Aditi Rajan,52,Female,Warangal,Telangana,7160461540,aditi.rajan76@gmail.com,2023-01-05,Gujarati,Laptop
C0671,Suresh Banerjee,53,Male,Mysuru,Karnataka,8291073228,suresh.banerjee88@gmail.com,2024-06-19,Kannada,Tablet
C0672,Pooja Agarwal,60,Female,Kolkata,West Bengal,7269694439,pooja.agarwal54@outlook.com,2023-09-19,Tamil,Tablet
C0673,Rekha Shah,59,Female,Lucknow,Uttar Pradesh,8203301623,rekha.shah1@gmail.com,2024-10-29,Hindi,Tablet
C0674,Sanjay Saxena,59,Male,Delhi,Delhi,7668473236,sanjay.saxena85@gmail.com,2023-09-06,English,Mobile
C0675,Vijay Kapoor,21,Male,Guwahati,Assam,7361424426,vijay.kapoor98@yahoo.com,26-06-2024,Bengali,Smart TV
C0676,Vivek Malhotra,35,Male,Noida,Uttar Pradesh,6203763882,vivek.malhotra67@gmail.com,2023-09-18,Punjabi,Laptop
C0677,Sneha Kumar,24,Female,Mysuru,Karnataka,7389982780,,2024-07-21,Gujarati,Smart TV
C0678,Manish Agarwal,35,Male,Lucknow,Uttar Pradesh,6999516793,manish.agarwal44@outlook.com,2024-01-01,Marathi,Tablet
C0679,Akash Verma,24,Male,Lucknow,Uttar Pradesh,8603768118,akash.verma95@gmail.com,2023-08-08,Bengali,Mobile
C0680,Ritika Mehta,59,Female,Lucknow,Uttar Pradesh,8153911498,ritika.mehta31@yahoo.com,2023-02-15,Telugu,Mobile
C0681,Suhana Iyer,39,Female,Delhi,Delhi,8940655782,suhana.iyer81@gmail.com,08-08-2024,Telugu,Smart TV
C0682,Rohan Rao,31,Male,Bengaluru,Karnataka,6392013546,rohan.rao21@gmail.com,2024-04-30,Hindi,Smart TV
C0683,Ritika Joshi,28,Female,Bengaluru,Karnataka,6324888995,ritika.joshi77@outlook.com,2024-06-29,Gujarati,Tablet
C0684,Manoj Das,56,Male,Bengaluru,Karnataka,9364687191,manoj.das7@yahoo.com,2023-08-24,Tamil,Tablet
C0685,Nitin Shah,29,Male,Jodhpur,Rajasthan,8308981388,nitin.shah12@gmail.com,2023-09-23,Telugu,Mobile
C0686,Sanjay Shah,32,Male,Patna,Bihar,8971681572,sanjay.shah44@yahoo.com,31-01-2023,,Mobile
C0687,Sneha Verma,28,Female,Guwahati,Assam,9137178509,sneha.verma46@gmail.com,2023-11-17,Punjabi,Laptop
C0688,Rekha Reddy,27,Female,Kanpur,Uttar Pradesh,6478122489,rekha.reddy61@yahoo.com,2023-02-11,Hindi,Mobile
C0689,Prashant Chatterjee,58,Male,Chennai,Tamil Nadu,7826691362,prashant.chatterjee42@yahoo.com,2024-01-14,Telugu,Tablet
C0690,Aditi Patel,21,Female,Howrah,West Bengal,6998795098,aditi.patel35@gmail.com,2023-02-18,Bengali,Mobile
C0691,Vrinda Sharma,34,Female,Bhopal,Madhya Pradesh,6738363816,vrinda.sharma9@gmail.com,2023-05-25,Bengali,Smart TV
C0692,Aarti Jain,19,Female,Mysuru,Karnataka,8586314417,aarti.jain38@outlook.com,2024-10-08,Marathi,Laptop
C0693,Anjali Rao,32,Female,Guwahati,Assam,7824301764,anjali.rao38@gmail.com,2024-06-09,Punjabi,Mobile
C0694,Neha Pandey,50,Female,Jaipur,Rajasthan,7527905040,neha.pandey27@outlook.com,2023-08-10,Marathi,Smart TV
C0695,Rekha Krishnan,25,Female,Kolkata,West Bengal,9119787180,rekha.krishnan76@yahoo.com,2023-04-04,Kannada,Smart TV
C0696,Harish Menon,44,Male,Pune,Maharashtra,9987561786,harish.menon68@yahoo.com,09-01-2023,Hindi,Mobile
C0697,Pallavi Jain,26,Female,Kanpur,Uttar Pradesh,9365774491,pallavi.jain1@outlook.com,2024-09-27,Marathi,Smart TV
C0698,Kavya Ghosh,25,Female,Jaipur,Rajasthan,7184336875,kavya.ghosh97@yahoo.com,2024-02-22,Telugu,Smart TV
C0699,Namrata Nair,46,Female,Hyderabad,Telangana,6114042886,namrata.nair47@outlook.com,07-10-2024,Kannada,Tablet
C0700,Mansi Agarwal,20,Female,Jaipur,Rajasthan,9260030835,mansi.agarwal12@gmail.com,2023-01-28,Tamil,Laptop
C0701,Radha Joshi,31,Female,Hyderabad,Telangana,7068826917,radha.joshi98@yahoo.com,2024-07-28,Kannada,Laptop
C0702,Rohan Mehta,53,Male,Mumbai,Maharashtra,8543788260,rohan.mehta79@gmail.com,08-05-2023,Gujarati,Mobile
C0703,Pooja Chavan,54,Female,Lucknow,Uttar Pradesh,7492074926,pooja.chavan80@yahoo.com,2024-10-02,English,Laptop
C0704,Ruhi Bhat,47,Female,Nagpur,Maharashtra,7285969325,ruhi.bhat99@gmail.com,2024-05-27,Kannada,Smart TV
C0705,Neha Rao,32,Female,Warangal,Telangana,6698069087,neha.rao59@gmail.com,2024-03-03,,Tablet
C0706,Sanjay Ghosh,32,Male,Jaipur,Rajasthan,7953828040,sanjay.ghosh85@outlook.com,2023-05-01,English,Laptop
C0707,Nikhil Desai,40,Male,Jodhpur,Rajasthan,6418696561,nikhil.desai72@outlook.com,2024-05-08,Telugu,Smart TV
C0708,Swati Rajan,25,Female,Hyderabad,Telangana,7682394840,swati.rajan22@outlook.com,2024-05-04,,Tablet
C0709,Preeti Kumar,25,Female,Kolkata,West Bengal,8950016809,preeti.kumar81@yahoo.com,13-09-2024,Hindi,Tablet
C0710,Varun Kulkarni,55,Male,Ahmedabad,Gujarat,8053440777,varun.kulkarni8@gmail.com,2024-04-04,English,Smart TV
C0711,Nidhi Verma,23,Female,Guwahati,Assam,6602991406,nidhi.verma34@outlook.com,2023-03-10,Gujarati,Smart TV
C0712,Rajesh Yadav,28,Male,Bengaluru,Karnataka,9781703211,,2023-04-26,Punjabi,Laptop
C0713,Tejas Patil,40,Male,Kolkata,West Bengal,9844490295,tejas.patil38@gmail.com,06-06-2024,English,Laptop
C0714,Vikram Chatterjee,34,Male,Delhi,Delhi,9277822102,vikram.chatterjee76@yahoo.com,2024-07-03,Kannada,Laptop
C0715,Ritika Reddy,39,Female,Guwahati,Assam,6363831828,ritika.reddy4@yahoo.com,2023-12-13,Hindi,Tablet
C0716,Tanvi Patil,45,Female,Kolkata,West Bengal,6706736820,,2024-07-07,Telugu,Smart TV
C0717,Dinesh Yadav,23,Male,Kolkata,West Bengal,9587146921,dinesh.yadav23@gmail.com,2023-03-16,English,Tablet
C0718,Anjali Naidu,35,Female,Mysuru,Karnataka,7802205093,anjali.naidu93@yahoo.com,2024-09-04,Bengali,Smart TV
C0719,Rohit Mishra,57,Male,Jaipur,Rajasthan,9145788707,rohit.mishra31@gmail.com,2024-07-11,Kannada,Smart TV
C0720,Manoj Das,22,Male,Kanpur,Uttar Pradesh,6798768299,manoj.das92@outlook.com,2023-06-07,Punjabi,Smart TV
C0721,Rohan Patil,51,Male,Mumbai,Maharashtra,8504056695,rohan.patil4@yahoo.com,2023-05-08,Telugu,Laptop
C0722,Kavitha Banerjee,51,Female,Kolkata,West Bengal,8594232894,kavitha.banerjee29@yahoo.com,2023-07-19,Tamil,Laptop
C0723,Prashant Gupta,38,Male,Noida,Uttar Pradesh,7725629269,prashant.gupta44@gmail.com,2024-06-26,Tamil,Smart TV
C0724,Namrata Joshi,43,Female,Coimbatore,Tamil Nadu,6846850957,namrata.joshi34@yahoo.com,18-08-2023,Tamil,Mobile
C0725,Divya Malhotra,28,Female,Pune,Maharashtra,7934015364,divya.malhotra14@gmail.com,2023-12-01,Kannada,Smart TV
C0726,Sanjay Jain,51,Male,Delhi,Delhi,6750094214,sanjay.jain5@outlook.com,2023-12-29,Punjabi,Mobile
C0727,Vrinda Malhotra,56,Female,Guwahati,Assam,6045238885,vrinda.malhotra43@gmail.com,2024-07-24,English,Tablet
C0728,Harish Krishnan,46,Male,Jodhpur,Rajasthan,7227585485,harish.krishnan47@yahoo.com,2023-11-21,Bengali,Smart TV
C0729,Aarti Hegde,23,Female,Patna,Bihar,7020002453,aarti.hegde10@gmail.com,2023-08-31,Tamil,Laptop
C0730,Kavya Iyer,999,Female,Surat,Gujarat,,kavya.iyer72@gmail.com,2023-07-06,Bengali,Tablet
C0731,Tejas Nair,32,Male,Howrah,West Bengal,6462025825,tejas.nair9@gmail.com,2024-06-22,Punjabi,Mobile
C0732,Lakshmi Kumar,56,Female,Gurgaon,Haryana,9491060183,lakshmi.kumar27@gmail.com,2024-07-20,,Smart TV
C0733,Komal Kulkarni,60,Female,Ahmedabad,Gujarat,8577545847,komal.kulkarni74@gmail.com,2023-02-03,Punjabi,Tablet
C0734,Akash Chatterjee,43,Male,Pune,Maharashtra,8717217337,akash.chatterjee73@yahoo.com,2024-08-19,Hindi,Laptop
C0735,Nikhil Rajan,57,Male,Bengaluru,Karnataka,9659143882,nikhil.rajan84@gmail.com,2024-01-08,Punjabi,Smart TV
C0736,Manish Das,49,Male,Guwahati,Assam,6326430954,manish.das64@outlook.com,2024-09-17,Gujarati,Tablet
C0737,Vishal Rao,28,Male,Pune,Maharashtra,6871375298,vishal.rao17@outlook.com,02-06-2023,Tamil,Smart TV
C0738,Komal Singh,29,Female,Pune,Maharashtra,7879788897,komal.singh95@gmail.com,2024-01-17,Kannada,Tablet
C0739,Anjali Pillai,999,Female,Mysuru,Karnataka,9995171523,anjali.pillai12@outlook.com,2023-01-24,Telugu,Laptop
C0740,Riya Ghosh,35,Female,Bhopal,Madhya Pradesh,8093096713,riya.ghosh78@yahoo.com,2023-04-28,,Smart TV
C0741,Divya Iyer,47,Female,Howrah,West Bengal,8019111661,divya.iyer16@gmail.com,2024-09-24,Marathi,Tablet
C0742,Lakshmi Hegde,31,Female,Pune,Maharashtra,8665380274,lakshmi.hegde98@yahoo.com,2023-10-16,Hindi,Tablet
C0743,Shreya Mishra,54,Female,Indore,Madhya Pradesh,8294620935,shreya.mishra49@outlook.com,2023-03-09,Hindi,Smart TV
C0744,Simran Bhat,55,Female,Surat,Gujarat,9371243658,simran.bhat40@gmail.com,2023-05-14,,Mobile
C0745,Ananya Verma,48,Female,Pune,Maharashtra,7927387402,ananya.verma93@gmail.com,2023-03-29,Hindi,Tablet
C0746,Rajesh Bose,24,Male,Chennai,Tamil Nadu,8034030109,rajesh.bose64@gmail.com,2024-07-31,Marathi,Tablet
C0747,Aarti Hegde,46,Female,Lucknow,Uttar Pradesh,7546234712,aarti.hegde56@yahoo.com,2023-01-03,Tamil,Mobile
C0748,Arjun Jain,24,Male,Ahmedabad,Gujarat,9726808081,arjun.jain58@yahoo.com,2023-04-20,,Mobile
C0749,Deepak Kapoor,50,Other,Pune,Maharashtra,9307351045,deepak.kapoor63@outlook.com,2023-11-04,Tamil,Smart TV
C0750,Vishal Agarwal,52,Male,Jaipur,Rajasthan,6669470318,vishal.agarwal86@gmail.com,2023-07-25,Gujarati,Laptop
C0751,Komal Agarwal,23,Female,Coimbatore,Tamil Nadu,8270004666,komal.agarwal81@gmail.com,26-08-2024,Tamil,Mobile
C0752,Tejas Kapoor,34,Male,Pune,Maharashtra,,tejas.kapoor70@yahoo.com,19-07-2024,Bengali,Mobile
C0753,Rahul Yadav,20,Male,Hyderabad,Telangana,9949769873,rahul.yadav76@yahoo.com,2024-03-25,English,Laptop
C0754,Ravi Joshi,49,Male,Warangal,Telangana,6794332562,ravi.joshi66@gmail.com,2024-08-28,Tamil,Tablet
C0755,Kavya Banerjee,45,Female,Indore,Madhya Pradesh,8708782116,kavya.banerjee86@gmail.com,2023-01-29,Bengali,Mobile
C0756,Charvi Gupta,57,Female,Lucknow,Uttar Pradesh,6211708894,charvi.gupta10@outlook.com,2024-07-13,Bengali,Smart TV
C0757,Deepak Saxena,40,Male,Jaipur,Rajasthan,8978570820,deepak.saxena6@yahoo.com,2024-03-04,Tamil,Smart TV
C0758,Preeti Rajan,56,Female,Kolkata,West Bengal,9287942968,preeti.rajan93@outlook.com,2024-02-06,Gujarati,Mobile
C0759,Nitin Tiwari,25,Male,Hyderabad,Telangana,9961560783,nitin.tiwari89@gmail.com,2024-07-20,English,Laptop
C0760,Ramesh Krishnan,60,Male,Indore,Madhya Pradesh,8409649668,ramesh.krishnan79@gmail.com,15-03-2024,Bengali,Smart TV
C0761,Aarav Nair,24,Male,Kolkata,West Bengal,7936488208,aarav.nair29@outlook.com,2023-09-30,Punjabi,Smart TV
C0762,Mansi Shah,43,Female,Surat,Gujarat,6991609114,mansi.shah15@gmail.com,2024-08-23,Kannada,Laptop
C0763,Ruhi Reddy,31,Female,Patna,Bihar,8376052304,ruhi.reddy52@gmail.com,2023-12-07,Telugu,Laptop
C0764,Kavitha Ghosh,34,Female,Delhi,Delhi,6503440966,kavitha.ghosh95@yahoo.com,2024-05-10,Tamil,Smart TV
C0765,Ruhi Patil,52,Female,Bhopal,Madhya Pradesh,9678214174,ruhi.patil14@gmail.com,2023-08-20,English,Tablet
C0766,Charvi Agarwal,52,Female,Kanpur,Uttar Pradesh,8969874869,charvi.agarwal12@gmail.com,2023-12-02,Marathi,Mobile
C0767,Rajesh Bhat,21,Male,Indore,Madhya Pradesh,7360511716,rajesh.bhat77@yahoo.com,2024-07-04,English,Smart TV
C0768,Ankit Jain,59,Male,Gurgaon,Haryana,7559067000,ankit.jain39@gmail.com,2023-05-20,Bengali,Smart TV
C0769,Ravi Sinha,35,Male,Guwahati,Assam,6676056420,ravi.sinha41@yahoo.com,2024-03-09,Gujarati,Laptop
C0770,Sneha Rajan,37,Female,Chennai,Tamil Nadu,9623546622,sneha.rajan38@yahoo.com,2023-02-25,Marathi,Smart TV
C0771,Priya Agarwal,29,Female,Delhi,Delhi,7276774625,priya.agarwal14@yahoo.com,2023-03-22,Tamil,Mobile
C0772,Omkar Banerjee,51,Male,Bhopal,Madhya Pradesh,9080179867,omkar.banerjee17@yahoo.com,2023-07-20,Marathi,Tablet
C0773,Priya Das,44,Female,Hyderabad,Telangana,6121203843,priya.das44@yahoo.com,2023-08-22,English,Mobile
C0774,Dinesh Reddy,34,Male,Jaipur,Rajasthan,8183854540,dinesh.reddy33@gmail.com,2023-11-09,Gujarati,Laptop
C0775,Lakshmi Kumar,30,Female,Gurgaon,Haryana,6489791776,lakshmi.kumar38@yahoo.com,2024-10-22,Gujarati,Smart TV
C0776,Akash Patil,28,Male,Nagpur,Maharashtra,7080196304,akash.patil5@gmail.com,2024-01-31,Kannada,Laptop
C0777,Namrata Nair,32,Female,Chennai,Tamil Nadu,9018167784,namrata.nair55@gmail.com,2023-12-20,Bengali,Laptop
C0778,Vijay Singh,31,Male,Jodhpur,Rajasthan,9799378105,vijay.singh19@gmail.com,2024-07-03,Bengali,Tablet
C0779,Simran Krishnan,55,Female,Jaipur,Rajasthan,8904579271,simran.krishnan18@gmail.com,2023-09-17,,Mobile
C0780,Ruhi Patil,42,Female,Patna,Bihar,7238397283,ruhi.patil20@gmail.com,2023-04-26,Gujarati,Mobile
C0781,Karan Rajan,29,Male,Jaipur,Rajasthan,9983221010,karan.rajan1@gmail.com,17-01-2023,Gujarati,Tablet
C0782,Rohan Verma,58,Male,Kanpur,Uttar Pradesh,6610814356,rohan.verma93@yahoo.com,2023-08-29,Marathi,Smart TV
C0783,Riya Krishnan,21,Female,Surat,Gujarat,8354695100,riya.krishnan3@gmail.com,2024-04-13,Telugu,Mobile
C0784,Vivek Mishra,55,Male,Kolkata,West Bengal,9066664110,vivek.mishra48@outlook.com,2023-11-03,Kannada,Laptop
C0785,Manoj Patil,43,Male,Kanpur,Uttar Pradesh,7970890583,manoj.patil38@gmail.com,2024-07-21,English,Smart TV
C0786,Ramesh Sharma,52,Male,Howrah,West Bengal,9787915059,ramesh.sharma10@gmail.com,2024-08-06,Kannada,Smart TV
C0787,Amit Shah,40,Male,Ahmedabad,Gujarat,8604180952,amit.shah47@outlook.com,2023-12-10,Tamil,Tablet
C0788,Aditya Gupta,26,Male,Surat,Gujarat,8118824199,aditya.gupta35@gmail.com,2023-07-01,Gujarati,Laptop
C0789,Kavya Saxena,34,Female,Guwahati,Assam,7218545705,kavya.saxena1@gmail.com,2024-08-14,Marathi,Tablet
C0790,Simran Verma,21,Female,Nagpur,Maharashtra,8564072324,simran.verma23@yahoo.com,2024-05-30,Marathi,Laptop
C0791,Amit Chopra,51,Male,Noida,Uttar Pradesh,7731261685,amit.chopra45@gmail.com,2024-07-29,Hindi,Mobile
C0792,Sachin Sharma,47,Male,Delhi,Delhi,9526105370,sachin.sharma6@yahoo.com,2023-02-03,Marathi,Mobile
C0793,Yash Banerjee,59,Male,Nagpur,Maharashtra,7854329876,yash.banerjee53@gmail.com,2023-12-19,Gujarati,Mobile
C0794,Amit Hegde,50,Male,Gurgaon,Haryana,8481310450,amit.hegde85@gmail.com,2024-09-17,Tamil,Tablet
C0795,Radha Pandey,51,Female,Mysuru,Karnataka,8680648606,radha.pandey29@gmail.com,2023-09-15,Punjabi,Smart TV
C0796,Sunita Yadav,42,Female,Bhopal,Madhya Pradesh,7628055077,sunita.yadav51@outlook.com,2024-01-04,Tamil,Laptop
C0797,Meera Iyer,18,Female,Kanpur,Uttar Pradesh,,meera.iyer42@outlook.com,20-04-2023,Bengali,Mobile
C0798,Ruhi Joshi,24,Female,Nagpur,Maharashtra,6861902547,ruhi.joshi90@yahoo.com,2023-07-01,,Laptop
C0799,Swati Das,23,Female,Indore,Madhya Pradesh,9122759500,swati.das90@gmail.com,21-02-2023,Kannada,Smart TV
C0800,Nidhi Krishnan,58,Female,Kanpur,Uttar Pradesh,6407173279,nidhi.krishnan91@gmail.com,2024-08-27,Kannada,Mobile
C0801,Sunil Bose,57,Male,Bengaluru,Karnataka,9391045203,sunil.bose90@gmail.com,19-10-2023,Tamil,Smart TV
C0802,Kavya Hegde,29,Other,Jodhpur,Rajasthan,8595205610,kavya.hegde73@gmail.com,14-08-2024,,Tablet
C0803,Aditi Singh,42,Female,Patna,Bihar,7037842339,aditi.singh90@yahoo.com,2024-01-19,,Tablet
C0804,Ravi Reddy,18,Male,Bengaluru,Karnataka,9173654262,ravi.reddy33@gmail.com,2023-07-08,Telugu,Smart TV
C0805,Aarti Mishra,22,Female,Mumbai,Maharashtra,,aarti.mishra54@gmail.com,2023-02-17,,Tablet
C0806,Sonia Sharma,25,Female,Nagpur,Maharashtra,6329045759,sonia.sharma58@gmail.com,2023-11-28,Tamil,Smart TV
C0807,Tanvi Agarwal,43,Female,Pune,Maharashtra,8620275582,tanvi.agarwal60@gmail.com,2023-01-26,Gujarati,Mobile
C0808,Dinesh Reddy,53,Male,Mumbai,Maharashtra,8192158189,dinesh.reddy88@outlook.com,2024-01-10,Tamil,Tablet
C0809,Sachin Mishra,23,Male,Guwahati,Assam,7977216880,sachin.mishra99@yahoo.com,2023-12-14,Kannada,Mobile
C0810,Preeti Bhat,50,Female,Lucknow,Uttar Pradesh,8845401822,preeti.bhat1@yahoo.com,2023-02-25,Bengali,Smart TV
C0811,Geeta Shah,27,Female,Pune,Maharashtra,7474328116,geeta.shah74@outlook.com,2024-09-08,Telugu,Mobile
C0812,Sanjay Singh,27,Male,Mysuru,Karnataka,8775213530,sanjay.singh65@outlook.com,2023-04-06,English,Laptop
C0813,Aarav Singh,56,Male,Mysuru,Karnataka,6775691983,aarav.singh3@gmail.com,2024-10-29,English,Mobile
C0814,Ravi Bhat,28,Male,Lucknow,Uttar Pradesh,8104384196,ravi.bhat11@gmail.com,2023-07-27,Hindi,Mobile
C0815,Akash Pandey,44,Male,Kolkata,West Bengal,9636219865,akash.pandey37@gmail.com,2023-09-18,,Tablet
C0816,Mohit Ghosh,30,Male,Patna,Bihar,6504962732,mohit.ghosh56@yahoo.com,2023-05-01,Bengali,Smart TV
C0817,Shreya Mishra,53,Female,Patna,Bihar,8188087991,shreya.mishra19@yahoo.com,2024-10-16,Tamil,Tablet
C0818,Mohit Naidu,33,Male,Gurgaon,Haryana,7725058333,mohit.naidu5@gmail.com,04-09-2023,Marathi,Tablet
C0819,Sachin Das,47,Male,Guwahati,Assam,7757694535,sachin.das73@outlook.com,2024-04-28,English,Tablet
C0820,Kavya Agarwal,35,Female,Gurgaon,Haryana,7450809594,kavya.agarwal24@gmail.com,2024-02-13,Marathi,Tablet
C0821,Manoj Rao,33,Male,Mumbai,Maharashtra,8359142614,manoj.rao34@gmail.com,2024-10-28,Telugu,Tablet
C0822,Aarti Yadav,31,Female,Patna,Bihar,6963731008,aarti.yadav64@yahoo.com,2024-06-27,Telugu,Mobile
C0823,Akash Saxena,53,Male,Hyderabad,Telangana,8542687447,akash.saxena83@gmail.com,2023-06-17,Hindi,Tablet
C0824,Ananya Menon,47,Female,Ahmedabad,Gujarat,6656337014,ananya.menon6@outlook.com,2024-10-06,Gujarati,Mobile
C0825,Sachin Yadav,60,Male,Pune,Maharashtra,,sachin.yadav88@outlook.com,2023-07-02,Telugu,Laptop
C0826,Mohit Mehta,56,Male,Warangal,Telangana,9368172031,mohit.mehta45@gmail.com,2023-06-07,Hindi,Smart TV
C0827,Suhana Chatterjee,41,Female,Kanpur,Uttar Pradesh,8322273938,suhana.chatterjee37@yahoo.com,2024-01-08,Kannada,Laptop
C0828,Gaurav Agarwal,50,Male,Coimbatore,Tamil Nadu,6610870826,gaurav.agarwal16@yahoo.com,2024-06-01,Kannada,Tablet
C0829,Aarav Chopra,43,Male,Delhi,Delhi,8882176484,aarav.chopra42@yahoo.com,2024-03-29,Kannada,Smart TV
C0830,Manish Nair,50,Other,Mumbai,Maharashtra,7425892225,manish.nair80@gmail.com,2023-12-12,English,Smart TV
C0831,Yukta Chatterjee,59,Female,Delhi,Delhi,7674130753,yukta.chatterjee99@outlook.com,2023-05-05,Hindi,Mobile
C0832,Ravi Rao,21,Male,Jaipur,Rajasthan,6397561547,ravi.rao73@gmail.com,2023-03-16,Tamil,Laptop
C0833,Vivek Kumar,39,Male,Chennai,Tamil Nadu,,vivek.kumar93@outlook.com,2024-01-20,Marathi,Tablet
C0834,Nidhi Rao,18,Female,Gurgaon,Haryana,,nidhi.rao86@gmail.com,16-01-2023,Gujarati,Mobile
C0835,Amit Nair,30,Male,Lucknow,Uttar Pradesh,6967897609,amit.nair10@outlook.com,2023-06-18,Kannada,Mobile
C0836,Sunita Shah,42,Female,Indore,Madhya Pradesh,6598897865,sunita.shah27@gmail.com,2024-10-08,Bengali,Smart TV
C0837,Amit Sinha,30,Male,Mumbai,Maharashtra,7231202191,,2023-12-24,Bengali,Tablet
C0838,Deepa Malhotra,0,Female,Mumbai,Maharashtra,6644867649,deepa.malhotra40@gmail.com,2023-04-02,Marathi,Tablet
C0839,Anjali Banerjee,20,Female,Mumbai,Maharashtra,8730964969,anjali.banerjee11@gmail.com,2023-04-23,Marathi,Smart TV
C0840,Preeti Menon,21,Female,Patna,Bihar,6025512827,preeti.menon39@gmail.com,2023-08-29,Bengali,Laptop
C0841,Nidhi Bose,45,Female,Mysuru,Karnataka,7443441491,nidhi.bose76@gmail.com,2023-09-08,Bengali,Laptop
C0842,Deepa Menon,35,Female,Howrah,West Bengal,8230958629,deepa.menon28@yahoo.com,2024-08-12,Punjabi,Laptop
C0843,Karan Joshi,54,Male,Ahmedabad,Gujarat,8170754853,karan.joshi53@gmail.com,2024-01-15,Telugu,Smart TV
C0844,Aarav Patel,54,Male,Howrah,West Bengal,6129390025,aarav.patel27@gmail.com,2024-04-17,Marathi,Tablet
C0845,Nitin Mishra,48,Male,Mumbai,Maharashtra,9993145843,nitin.mishra50@gmail.com,2023-08-15,Punjabi,Laptop
C0846,Sanjay Bose,30,Male,Howrah,West Bengal,8033474246,sanjay.bose39@gmail.com,2023-08-26,English,Tablet
C0847,Charvi Verma,59,Female,Chennai,Tamil Nadu,7690217741,charvi.verma5@gmail.com,2023-11-06,Telugu,Smart TV
C0848,Shweta Singh,53,Female,Kanpur,Uttar Pradesh,6652752332,shweta.singh30@gmail.com,2023-01-10,English,Mobile
C0849,Aarav Menon,30,Male,Hyderabad,Telangana,6116750762,aarav.menon45@yahoo.com,2023-11-19,Telugu,Laptop
C0850,Radha Singh,29,Female,Mysuru,Karnataka,7723034202,radha.singh75@gmail.com,2023-01-17,Telugu,Smart TV
C0851,Sachin Singh,44,Male,Hyderabad,Telangana,6177546199,sachin.singh34@outlook.com,2023-02-21,Kannada,Tablet
C0852,Yash Nair,22,Male,Noida,Uttar Pradesh,9956684482,yash.nair81@outlook.com,2023-07-12,Tamil,Smart TV
C0853,Amit Gupta,25,Male,Jaipur,Rajasthan,9358690170,amit.gupta89@outlook.com,2023-02-06,Telugu,Laptop
C0854,Prashant Tiwari,38,Male,Guwahati,Assam,9712227643,prashant.tiwari21@gmail.com,2023-01-22,Telugu,Mobile
C0855,Ravi Yadav,34,Male,Lucknow,Uttar Pradesh,6330833444,ravi.yadav3@gmail.com,2023-11-09,Punjabi,Laptop
C0856,Ramesh Verma,18,Male,Coimbatore,Tamil Nadu,6851953774,ramesh.verma51@yahoo.com,2024-03-13,Marathi,Tablet
C0857,Varun Saxena,48,Male,Chennai,Tamil Nadu,7920616581,varun.saxena4@gmail.com,2024-10-31,Telugu,Smart TV
C0858,Divya Kumar,44,Female,Bangalore,Karnataka,7963637262,divya.kumar86@yahoo.com,04-07-2023,Marathi,Laptop
C0859,Sneha Naidu,30,Female,Bengaluru,Karnataka,9049832112,sneha.naidu23@outlook.com,2023-03-20,Tamil,Laptop
C0860,Mansi Patil,49,Female,Kolkata,West Bengal,,mansi.patil42@yahoo.com,2023-09-26,Bengali,Laptop
C0861,Priya Patel,29,Female,Lucknow,Uttar Pradesh,6787358566,priya.patel96@gmail.com,2023-11-15,English,Smart TV
C0862,Varun Mehta,45,Male,Gurgaon,Haryana,8204104294,varun.mehta15@gmail.com,2023-10-16,Tamil,Mobile
C0863,Manoj Nair,44,Male,Lucknow,Uttar Pradesh,7981283180,manoj.nair55@gmail.com,24-02-2024,Telugu,Mobile
C0864,Dinesh Pillai,52,Male,Chennai,Tamil Nadu,9050524383,,2023-12-30,English,Smart TV
C0865,Simran Hegde,46,Female,Kolkata,West Bengal,6633283896,simran.hegde27@yahoo.com,2023-08-08,Tamil,Laptop
C0866,Charvi Desai,47,Female,Delhi,Delhi,7101328233,charvi.desai87@yahoo.com,2024-07-07,Kannada,Laptop
C0867,Ishita Bhat,22,Female,Jaipur,Rajasthan,9677610659,ishita.bhat69@gmail.com,2024-06-19,Bengali,Smart TV
C0868,Payal Shah,46,Female,Howrah,West Bengal,9596983845,payal.shah87@yahoo.com,2023-01-18,Telugu,Tablet
C0869,Sunil Patil,28,Male,Kanpur,Uttar Pradesh,9257349899,sunil.patil42@outlook.com,2023-08-17,Hindi,Tablet
C0870,Shreya Krishnan,19,Female,Ahmedabad,Gujarat,6296694179,shreya.krishnan72@yahoo.com,2023-01-04,Bengali,Tablet
C0871,Dinesh Hegde,36,Male,Kolkata,West Bengal,8984167347,dinesh.hegde27@gmail.com,2024-02-13,Punjabi,Mobile
C0872,Nitin Krishnan,34,Other,Warangal,Telangana,8860521026,nitin.krishnan51@gmail.com,2024-02-14,Hindi,Mobile
C0873,Sunita Das,34,Female,Coimbatore,Tamil Nadu,8088983057,sunita.das71@gmail.com,2023-08-31,Bengali,Mobile
C0874,Ritika Chatterjee,999,Female,Coimbatore,Tamil Nadu,9030566199,ritika.chatterjee46@gmail.com,2024-02-01,Kannada,Tablet
C0875,Nitin Agarwal,21,Other,Jaipur,Rajasthan,9187260013,nitin.agarwal16@gmail.com,2023-02-18,Bengali,Laptop
C0876,Rohit Patel,35,Male,Indore,Madhya Pradesh,6865240622,rohit.patel79@gmail.com,2024-09-03,Marathi,Tablet
